protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
4MG8,decoy17,27J_redock_4MG8,0.4982,2.9054,inf
4MG8,decoy400,27J_redock_4MG8,0.4964,3.5265,inf
4MG8,decoy241,27J_redock_4MG8,0.4954,2.9782,inf
4MG8,decoy409,27J_redock_4MG8,0.4906,3.5773,inf
4MG8,decoy427,27J_redock_4MG8,0.4905,3.2806,inf
4MG8,decoy327,27J_redock_4MG8,0.4899,3.6512,inf
4MG8,decoy146,27J_redock_4MG8,0.4887,3.4074,inf
4MG8,decoy170,27J_redock_4MG8,0.4879,3.1646,inf
4MG8,decoy26,27J_redock_4MG8,0.4860,3.4772,inf
4MG8,decoy325,27J_redock_4MG8,0.4859,3.5737,inf
4MG8,decoy135,27J_redock_4MG8,0.4829,3.5321,inf
4MG8,decoy100,27J_redock_4MG8,0.4825,3.2969,inf
4MG8,decoy278,27J_redock_4MG8,0.4825,3.3665,inf
4MG8,decoy110,27J_redock_4MG8,0.4823,3.0877,inf
4MG8,115-86-6_min,27J_redock_4MG8,0.4822,3.0093,inf
4MG8,decoy9,27J_redock_4MG8,0.4818,3.4140,inf
4MG8,decoy348,27J_redock_4MG8,0.4787,3.0426,inf
4MG8,decoy332,27J_redock_4MG8,0.4752,3.4461,inf
4MG8,decoy25,27J_redock_4MG8,0.4738,3.3417,inf
4MG8,decoy149,27J_redock_4MG8,0.4737,3.2932,inf
4MG8,decoy432,27J_redock_4MG8,0.4728,2.9556,inf
4MG8,decoy66,27J_redock_4MG8,0.4724,2.6535,inf
4MG8,decoy316,27J_redock_4MG8,0.4720,3.6072,inf
4MG8,decoy138,27J_redock_4MG8,0.4720,2.9985,inf
4MG8,decoy89,27J_redock_4MG8,0.4692,2.9407,inf
4MG8,decoy276,27J_redock_4MG8,0.4644,3.0433,inf
4MG8,decoy303,27J_redock_4MG8,0.4632,3.3115,inf
4MG8,decoy422,27J_redock_4MG8,0.4597,3.2195,inf
4MG8,decoy264,27J_redock_4MG8,0.4597,3.2761,inf
4MG8,decoy391,27J_redock_4MG8,0.4589,3.0564,inf
4MG8,50-02-2_min,27J_redock_4MG8,0.4568,3.3186,inf
4MG8,decoy333,27J_redock_4MG8,0.4562,3.0512,inf
4MG8,decoy286,27J_redock_4MG8,0.4552,3.2217,inf
4MG8,decoy88,27J_redock_4MG8,0.4544,3.1996,inf
4MG8,decoy182,27J_redock_4MG8,0.4543,2.9067,inf
4MG8,decoy115,27J_redock_4MG8,0.4519,2.9999,inf
4MG8,decoy10,27J_redock_4MG8,0.4518,2.9746,inf
4MG8,decoy96,27J_redock_4MG8,0.4510,3.0224,inf
4MG8,decoy163,27J_redock_4MG8,0.4508,3.4043,inf
4MG8,decoy11,27J_redock_4MG8,0.4490,3.0347,inf
4MG8,decoy103,27J_redock_4MG8,0.4487,3.1567,inf
4MG8,decoy365,27J_redock_4MG8,0.4479,2.6416,inf
4MG8,decoy140,27J_redock_4MG8,0.4472,3.3219,inf
4MG8,decoy198,27J_redock_4MG8,0.4464,3.0634,inf
4MG8,decoy97,27J_redock_4MG8,0.4453,2.6036,inf
4MG8,decoy46,27J_redock_4MG8,0.4448,2.8867,inf
4MG8,decoy377,27J_redock_4MG8,0.4435,2.6215,inf
4MG8,decoy143,27J_redock_4MG8,0.4424,2.6626,inf
4MG8,decoy383,27J_redock_4MG8,0.4420,2.7623,inf
4MG8,decoy35,27J_redock_4MG8,0.4419,3.0684,inf
4MG8,decoy70,27J_redock_4MG8,0.4380,2.7272,inf
4MG8,decoy385,27J_redock_4MG8,0.4368,3.1767,inf
4MG8,decoy373,27J_redock_4MG8,0.4366,2.4171,inf
4MG8,decoy362,27J_redock_4MG8,0.4273,3.0000,inf
4MG8,decoy350,27J_redock_4MG8,0.4265,2.8995,inf
4MG8,decoy301,27J_redock_4MG8,0.4260,3.0748,inf
4MG8,decoy120,27J_redock_4MG8,0.4250,2.8787,inf
4MG8,decoy211,27J_redock_4MG8,0.4245,3.0999,inf
4MG8,decoy421,27J_redock_4MG8,0.4235,2.7597,inf
4MG8,decoy347,27J_redock_4MG8,0.4224,2.8066,inf
4MG8,decoy296,27J_redock_4MG8,0.4210,3.1004,inf
4MG8,decoy351,27J_redock_4MG8,0.4205,2.7003,inf
4MG8,decoy277,27J_redock_4MG8,0.4202,2.9461,inf
4MG8,decoy77,27J_redock_4MG8,0.4201,2.7828,inf
4MG8,decoy395,27J_redock_4MG8,0.4196,2.6498,inf
4MG8,decoy16,27J_redock_4MG8,0.4186,2.9232,inf
4MG8,decoy214,27J_redock_4MG8,0.4168,2.9630,inf
4MG8,decoy167,27J_redock_4MG8,0.4167,2.8957,inf
4MG8,decoy352,27J_redock_4MG8,0.4142,3.0452,inf
4MG8,decoy323,27J_redock_4MG8,0.4131,3.0310,inf
4MG8,decoy42,27J_redock_4MG8,0.4117,2.6131,inf
4MG8,decoy299,27J_redock_4MG8,0.4115,2.8439,inf
4MG8,decoy293,27J_redock_4MG8,0.4100,2.8843,inf
4MG8,decoy335,27J_redock_4MG8,0.4099,2.7597,inf
4MG8,decoy79,27J_redock_4MG8,0.4088,2.4887,inf
4MG8,decoy338,27J_redock_4MG8,0.4049,2.8022,inf
4MG8,decoy86,27J_redock_4MG8,0.4008,2.8224,inf
4MG8,decoy159,27J_redock_4MG8,0.4004,2.9616,inf
4MG8,decoy285,27J_redock_4MG8,0.3986,2.7039,inf
4MG8,decoy315,27J_redock_4MG8,0.3985,2.7930,inf
4MG8,decoy113,27J_redock_4MG8,0.3975,2.8196,inf
4MG8,decoy74,27J_redock_4MG8,0.3962,2.7333,inf
4MG8,decoy346,27J_redock_4MG8,0.3933,2.6958,inf
4MG8,decoy353,27J_redock_4MG8,0.3929,2.4568,inf
4MG8,decoy133,27J_redock_4MG8,0.3921,2.5771,inf
4MG8,decoy339,27J_redock_4MG8,0.3901,2.6743,inf
4MG8,decoy358,27J_redock_4MG8,0.3863,2.5413,inf
4MG8,decoy127,27J_redock_4MG8,0.3857,2.7717,inf
4MG8,decoy370,27J_redock_4MG8,0.3816,2.7423,inf
4MG8,decoy65,27J_redock_4MG8,0.3813,2.6906,inf
4MG8,decoy47,27J_redock_4MG8,0.3810,2.6432,inf
4MG8,decoy292,27J_redock_4MG8,0.3802,2.7273,inf
4MG8,decoy199,27J_redock_4MG8,0.3798,2.5713,inf
4MG8,83-46-5_min,27J_redock_4MG8,0.3778,3.0809,inf
4MG8,decoy372,27J_redock_4MG8,0.3777,2.6757,inf
4MG8,decoy98,27J_redock_4MG8,0.3759,2.4897,inf
4MG8,decoy380,27J_redock_4MG8,0.3754,2.1970,inf
4MG8,decoy423,27J_redock_4MG8,0.3711,2.5157,inf
4MG8,decoy326,27J_redock_4MG8,0.3709,2.8170,inf
4MG8,decoy139,27J_redock_4MG8,0.3679,2.5544,inf
4MG8,decoy390,27J_redock_4MG8,0.3651,2.6968,inf
4MG8,decoy122,27J_redock_4MG8,0.3614,2.5266,inf
4MG8,decoy225,27J_redock_4MG8,0.3556,2.4796,inf
4MG8,decoy117,27J_redock_4MG8,0.3550,2.2969,inf
4MG8,decoy402,27J_redock_4MG8,0.3490,2.1228,inf
4MG8,decoy430,27J_redock_4MG8,0.3395,2.2503,inf
4MG8,911-45-5_min,27J_redock_4MG8,0.3331,2.4306,inf
4MG8,decoy161,27J_redock_4MG8,0.3301,1.6112,inf
4MG8,decoy310,27J_redock_4MG8,0.3221,2.2720,inf
4MG8,decoy148,27J_redock_4MG8,0.3199,2.0806,inf
4MG8,decoy106,27J_redock_4MG8,0.3133,2.1297,inf
4MG8,decoy340,27J_redock_4MG8,0.3040,2.1419,inf
4MG8,decoy324,27J_redock_4MG8,0.3021,1.8873,inf
4MG8,decoy369,27J_redock_4MG8,0.2950,2.0163,inf
4MG8,1845-11-0_min,27J_redock_4MG8,0.2946,2.1636,inf
4MG8,decoy20,27J_redock_4MG8,0.2893,1.7941,inf
4MG8,decoy306,27J_redock_4MG8,0.2847,2.0510,inf
4MG8,decoy181,27J_redock_4MG8,0.2703,1.9105,inf
4MG8,decoy343,27J_redock_4MG8,0.2520,1.6767,inf
4MG8,decoy378,27J_redock_4MG8,0.2357,1.5145,inf
4MG8,decoy328,27J_redock_4MG8,0.2330,1.5756,inf
4MG8,decoy58,27J_redock_4MG8,0.2059,1.3530,inf
4MG8,decoy371,27J_redock_4MG8,0.2003,1.0213,inf
4MG9,789-02-6_min,27K_redock_4MG9,0.9780,7.5647,inf
4MG9,67651-34-7_min,27K_redock_4MG9,0.9741,7.8177,inf
4MG9,474-86-2_min,27K_redock_4MG9,0.9712,7.6767,inf
4MG9,53-19-0_min,27K_redock_4MG9,0.9708,7.1264,inf
4MG9,53-16-7_min,27K_redock_4MG9,0.9688,7.5254,inf
4MG9,3601-97-6_min,27K_redock_4MG9,0.9538,7.3264,inf
4MG9,84-16-2_min,27K_redock_4MG9,0.9537,7.6314,inf
4MG9,28463-03-8_min,27K_redock_4MG9,0.9468,7.1209,inf
4MG9,50-29-3_min,27K_redock_4MG9,0.9410,6.9098,inf
4MG9,53-63-4_min,27K_redock_4MG9,0.9406,7.1720,inf
4MG9,34816-55-2_min,27K_redock_4MG9,0.9393,7.6681,inf
4MG9,57-91-0_min,27K_redock_4MG9,0.9335,7.1727,inf
4MG9,decoy269,27K_redock_4MG9,0.9324,6.4710,inf
4MG9,65118-81-2_min,27K_redock_4MG9,0.9320,6.8243,inf
4MG9,decoy57,27K_redock_4MG9,0.9320,6.7587,inf
4MG9,53905-28-5_min,27K_redock_4MG9,0.9309,6.5477,inf
4MG9,57-63-6_min,27K_redock_4MG9,0.9266,7.5236,inf
4MG9,EE2_min,27K_redock_4MG9,0.9266,7.5236,inf
4MG9,decoy18,27K_redock_4MG9,0.9186,4.4284,inf
4MG9,599-64-4_min,27K_redock_4MG9,0.9177,6.1852,inf
4MG9,85-68-7_min,27K_redock_4MG9,0.9146,5.3878,inf
4MG9,decoy253,27K_redock_4MG9,0.9133,5.8490,inf
4MG9,decoy309,27K_redock_4MG9,0.9130,6.3331,inf
4MG9,72-43-5_min,27K_redock_4MG9,0.9126,6.5106,inf
4MG9,decoy166,27K_redock_4MG9,0.9115,7.3570,inf
4MG9,72-54-8_min,27K_redock_4MG9,0.9099,6.5401,inf
4MG9,120-47-8_min,27K_redock_4MG9,0.9096,4.8317,inf
4MG9,140-66-9_min,27K_redock_4MG9,0.9091,6.3693,inf
4MG9,27L_min,27K_redock_4MG9,0.9091,6.3693,inf
4MG9,13037-86-0_min,27K_redock_4MG9,0.9090,6.1210,inf
4MG9,decoy368,27K_redock_4MG9,0.9090,6.7803,inf
4MG9,decoy434,27K_redock_4MG9,0.9079,6.4399,inf
4MG9,28034-99-3_min,27K_redock_4MG9,0.9064,5.7564,inf
4MG9,decoy168,27K_redock_4MG9,0.9062,6.8530,inf
4MG9,decoy13,27K_redock_4MG9,0.9054,6.5643,inf
4MG9,decoy240,27K_redock_4MG9,0.9052,6.0686,inf
4MG9,2971-36-0_min,27K_redock_4MG9,0.9041,6.9071,inf
4MG9,75938-34-0_min,27K_redock_4MG9,0.9023,6.6631,inf
4MG9,80-46-6_min,27K_redock_4MG9,0.9018,5.7185,inf
4MG9,104-43-8_min,27K_redock_4MG9,0.8995,7.1344,inf
4MG9,99-71-8_min,27K_redock_4MG9,0.8992,5.5355,inf
4MG9,5153-25-3_min,27K_redock_4MG9,0.8991,6.1373,1.6951
4MG9,103-16-2_min,27K_redock_4MG9,0.8989,5.2992,inf
4MG9,decoy288,27K_redock_4MG9,0.8988,6.3932,inf
4MG9,decoy236,27K_redock_4MG9,0.8972,6.0819,inf
4MG9,decoy1,27K_redock_4MG9,0.8970,6.2846,inf
4MG9,92-69-3_min,27K_redock_4MG9,0.8959,5.1848,inf
4MG9,53-45-2_min,27K_redock_4MG9,0.8959,6.1589,inf
4MG9,1806-26-4_min,27K_redock_4MG9,0.8958,6.3524,inf
4MG9,50-28-2_min,27K_redock_4MG9,0.8953,6.9561,inf
4MG9,EST_min,27K_redock_4MG9,0.8953,6.9561,inf
4MG9,98-54-4_min,27K_redock_4MG9,0.8946,5.4337,inf
4MG9,94-26-8_min,27K_redock_4MG9,0.8913,5.4474,1.6152
4MG9,27K_min,27K_redock_4MG9,0.8913,5.4474,1.6152
4MG9,decoy60,27K_redock_4MG9,0.8901,5.8327,inf
4MG9,94-13-3_min,27K_redock_4MG9,0.8891,5.0659,inf
4MG9,decoy61,27K_redock_4MG9,0.8847,6.4934,inf
4MG9,59-50-7_min,27K_redock_4MG9,0.8843,4.2907,inf
4MG9,123-07-9_min,27K_redock_4MG9,0.8840,4.6220,inf
4MG9,decoy417,27K_redock_4MG9,0.8835,6.2694,inf
4MG9,decoy55,27K_redock_4MG9,0.8834,6.6835,inf
4MG9,6554-98-9_min,27K_redock_4MG9,0.8822,6.0451,inf
4MG9,131-56-6_min,27K_redock_4MG9,0.8811,5.1185,inf
4MG9,decoy99,27K_redock_4MG9,0.8800,6.6367,inf
4MG9,decoy245,27K_redock_4MG9,0.8799,6.7871,inf
4MG9,decoy21,27K_redock_4MG9,0.8789,6.2276,inf
4MG9,56-53-1_min,27K_redock_4MG9,0.8783,6.9223,inf
4MG9,DES_min,27K_redock_4MG9,0.8754,6.9190,inf
4MG9,58-22-0_min,27K_redock_4MG9,0.8739,6.6298,inf
4MG9,Testosterone_min,27K_redock_4MG9,0.8739,6.6298,inf
4MG9,99-76-3_min,27K_redock_4MG9,0.8735,4.5924,inf
4MG9,521-18-6_min,27K_redock_4MG9,0.8719,6.7420,inf
4MG9,decoy187,27K_redock_4MG9,0.8705,5.7029,inf
4MG9,481-30-1_min,27K_redock_4MG9,0.8701,6.5176,inf
4MG9,decoy155,27K_redock_4MG9,0.8670,6.7114,inf
4MG9,6052-84-2_min,27K_redock_4MG9,0.8656,6.1436,inf
4MG9,94-18-8_min,27K_redock_4MG9,0.8651,5.5548,1.4842
4MG9,decoy258,27K_redock_4MG9,0.8644,5.8808,inf
4MG9,decoy153,27K_redock_4MG9,0.8625,6.1592,inf
4MG9,580-51-8_min,27K_redock_4MG9,0.8617,4.7733,inf
4MG9,decoy78,27K_redock_4MG9,0.8608,6.4475,inf
4MG9,1229-24-9_min,27K_redock_4MG9,0.8589,6.5769,inf
4MG9,decoy331,27K_redock_4MG9,0.8578,6.9954,inf
4MG9,1085-12-7_min,27K_redock_4MG9,0.8546,5.7145,1.3367
4MG9,362-05-0_min,27K_redock_4MG9,0.8546,6.3315,inf
4MG9,58-72-0_min,27K_redock_4MG9,0.8529,5.6455,inf
4MG9,decoy87,27K_redock_4MG9,0.8518,6.1917,inf
4MG9,decoy243,27K_redock_4MG9,0.8512,5.8382,inf
4MG9,84-17-3_min,27K_redock_4MG9,0.8504,6.8071,inf
4MG9,218-01-9_min,27K_redock_4MG9,0.8479,5.2014,inf
4MG9,1570-64-5_min,27K_redock_4MG9,0.8443,3.8060,inf
4MG9,decoy397,27K_redock_4MG9,0.8432,6.0999,inf
4MG9,50-27-1_min,27K_redock_4MG9,0.8422,6.2211,inf
4MG9,92-04-6_min,27K_redock_4MG9,0.8397,5.0588,inf
4MG9,decoy274,27K_redock_4MG9,0.8373,5.2540,inf
4MG9,decoy71,27K_redock_4MG9,0.8365,5.9921,inf
4MG9,decoy376,27K_redock_4MG9,0.8327,6.2070,inf
4MG9,decoy319,27K_redock_4MG9,0.8325,5.9546,inf
4MG9,decoy410,27K_redock_4MG9,0.8315,5.7707,inf
4MG9,decoy169,27K_redock_4MG9,0.8288,5.2997,inf
4MG9,611-99-4_min,27K_redock_4MG9,0.8260,4.8714,inf
4MG9,77-40-7_min,27K_redock_4MG9,0.8250,5.9244,inf
4MG9,decoy244,27K_redock_4MG9,0.8246,5.9679,inf
4MG9,decoy259,27K_redock_4MG9,0.8243,5.8099,inf
4MG9,decoy206,27K_redock_4MG9,0.8224,5.5476,inf
4MG9,243-17-4_min,27K_redock_4MG9,0.8208,4.9259,inf
4MG9,25154-52-3_min,27K_redock_4MG9,0.8199,5.3431,inf
4MG9,5394-98-9_min,27K_redock_4MG9,0.8196,5.0790,inf
4MG9,603-45-2_min,27K_redock_4MG9,0.8194,6.1956,inf
4MG9,decoy189,27K_redock_4MG9,0.8192,5.8246,inf
4MG9,81-90-3_min,27K_redock_4MG9,0.8143,5.4509,inf
4MG9,659-22-3_min,27K_redock_4MG9,0.8137,5.7354,inf
4MG9,decoy30,27K_redock_4MG9,0.8135,5.5763,inf
4MG9,94-25-7_min,27K_redock_4MG9,0.8131,4.4664,inf
4MG9,decoy226,27K_redock_4MG9,0.8131,5.6721,inf
4MG9,decoy263,27K_redock_4MG9,0.8120,5.6354,inf
4MG9,decoy345,27K_redock_4MG9,0.8113,6.4068,inf
4MG9,decoy29,27K_redock_4MG9,0.8107,5.2600,inf
4MG9,571-20-0_min,27K_redock_4MG9,0.8106,6.2329,inf
4MG9,decoy194,27K_redock_4MG9,0.8100,6.0382,inf
4MG9,84-69-5_min,27K_redock_4MG9,0.8097,4.6381,inf
4MG9,decoy92,27K_redock_4MG9,0.8085,6.1673,inf
4MG9,decoy419,27K_redock_4MG9,0.8084,5.4768,inf
4MG9,97-54-1_min,27K_redock_4MG9,0.8080,4.2116,inf
4MG9,decoy48,27K_redock_4MG9,0.8076,5.2737,inf
4MG9,decoy173,27K_redock_4MG9,0.8074,5.7623,inf
4MG9,decoy116,27K_redock_4MG9,0.8052,5.6448,inf
4MG9,decoy123,27K_redock_4MG9,0.8046,6.3615,inf
4MG9,decoy23,27K_redock_4MG9,0.8034,5.2304,inf
4MG9,decoy251,27K_redock_4MG9,0.8024,5.3573,inf
4MG9,decoy223,27K_redock_4MG9,0.8019,5.4489,inf
4MG9,decoy130,27K_redock_4MG9,0.8013,5.5567,inf
4MG9,36J_min,27K_redock_4MG9,0.7985,5.2477,2.0990
4MG9,decoy174,27K_redock_4MG9,0.7972,5.5026,inf
4MG9,decoy34,27K_redock_4MG9,0.7964,5.6609,inf
4MG9,decoy265,27K_redock_4MG9,0.7949,5.5662,inf
4MG9,decoy171,27K_redock_4MG9,0.7931,4.7673,inf
4MG9,decoy193,27K_redock_4MG9,0.7921,5.7523,inf
4MG9,97-53-0_min,27K_redock_4MG9,0.7898,4.6111,inf
4MG9,2OH_min,27K_redock_4MG9,0.7890,5.4486,inf
4MG9,80-05-7_min,27K_redock_4MG9,0.7890,5.4486,inf
4MG9,decoy268,27K_redock_4MG9,0.7888,5.4373,inf
4MG9,decoy3,27K_redock_4MG9,0.7862,4.9884,inf
4MG9,84-74-2_min,27K_redock_4MG9,0.7829,4.2233,inf
4MG9,decoy425,27K_redock_4MG9,0.7806,5.6040,inf
4MG9,decoy72,27K_redock_4MG9,0.7798,6.1108,inf
4MG9,72-55-9_min,27K_redock_4MG9,0.7793,5.4146,inf
4MG9,decoy260,27K_redock_4MG9,0.7792,5.7317,inf
4MG9,decoy431,27K_redock_4MG9,0.7782,5.8443,inf
4MG9,decoy287,27K_redock_4MG9,0.7769,4.4722,inf
4MG9,decoy49,27K_redock_4MG9,0.7757,5.3929,inf
4MG9,decoy291,27K_redock_4MG9,0.7746,5.1139,inf
4MG9,decoy6,27K_redock_4MG9,0.7705,4.5549,inf
4MG9,decoy15,27K_redock_4MG9,0.7697,5.0315,inf
4MG9,decoy216,27K_redock_4MG9,0.7690,5.6604,inf
4MG9,decoy230,27K_redock_4MG9,0.7682,4.7702,inf
4MG9,decoy185,27K_redock_4MG9,0.7676,5.2921,inf
4MG9,decoy190,27K_redock_4MG9,0.7655,5.4050,inf
4MG9,decoy266,27K_redock_4MG9,0.7652,5.5674,inf
4MG9,decoy257,27K_redock_4MG9,0.7622,5.8434,inf
4MG9,decoy388,27K_redock_4MG9,0.7621,4.9511,inf
4MG9,decoy45,27K_redock_4MG9,0.7616,5.0945,2.1061
4MG9,5976-61-4_min,27K_redock_4MG9,0.7598,5.6112,inf
4MG9,2529-64-8_min,27K_redock_4MG9,0.7581,5.3368,inf
4MG9,decoy81,27K_redock_4MG9,0.7581,5.2939,inf
4MG9,decoy420,27K_redock_4MG9,0.7579,5.1841,inf
4MG9,decoy204,27K_redock_4MG9,0.7550,5.2688,inf
4MG9,decoy375,27K_redock_4MG9,0.7526,5.6485,inf
4MG9,decoy279,27K_redock_4MG9,0.7522,5.1015,inf
4MG9,27M_min,27K_redock_4MG9,0.7521,4.5563,inf
4MG9,decoy203,27K_redock_4MG9,0.7504,4.8960,inf
4MG9,decoy416,27K_redock_4MG9,0.7501,4.5524,inf
4MG9,decoy329,27K_redock_4MG9,0.7492,5.9897,inf
4MG9,decoy135,27K_redock_4MG9,0.7479,5.5791,inf
4MG9,1852-53-5_min,27K_redock_4MG9,0.7479,5.6747,inf
4MG9,decoy428,27K_redock_4MG9,0.7439,5.2042,inf
4MG9,decoy112,27K_redock_4MG9,0.7436,5.3539,inf
4MG9,50-22-6_min,27K_redock_4MG9,0.7407,5.5917,inf
4MG9,decoy186,27K_redock_4MG9,0.7346,5.1461,inf
4MG9,decoy4,27K_redock_4MG9,0.7346,5.0803,inf
4MG9,decoy111,27K_redock_4MG9,0.7344,4.7867,inf
4MG9,decoy408,27K_redock_4MG9,0.7342,4.2797,inf
4MG9,126-00-1_min,27K_redock_4MG9,0.7337,5.0653,inf
4MG9,57-83-0_min,27K_redock_4MG9,0.7336,5.7293,inf
4MG9,500-38-9_min,27K_redock_4MG9,0.7335,5.5206,inf
4MG9,143-74-8_min,27K_redock_4MG9,0.7310,4.9588,inf
4MG9,decoy154,27K_redock_4MG9,0.7278,4.9837,inf
4MG9,decoy63,27K_redock_4MG9,0.7275,4.4633,inf
4MG9,decoy305,27K_redock_4MG9,0.7274,5.5597,inf
4MG9,decoy224,27K_redock_4MG9,0.7271,5.0915,inf
4MG9,decoy414,27K_redock_4MG9,0.7265,4.6423,inf
4MG9,decoy54,27K_redock_4MG9,0.7256,4.8649,inf
4MG9,decoy413,27K_redock_4MG9,0.7241,4.1158,inf
4MG9,2050-68-2_min,27K_redock_4MG9,0.7239,3.7905,inf
4MG9,decoy103,27K_redock_4MG9,0.7236,5.0933,inf
4MG9,decoy93,27K_redock_4MG9,0.7217,4.2778,inf
4MG9,80-09-1_min,27K_redock_4MG9,0.7181,4.6439,inf
4MG9,decoy359,27K_redock_4MG9,0.7179,4.8469,inf
4MG9,decoy282,27K_redock_4MG9,0.7171,4.8650,inf
4MG9,decoy76,27K_redock_4MG9,0.7168,4.9580,inf
4MG9,decoy183,27K_redock_4MG9,0.7145,4.6764,inf
4MG9,decoy5,27K_redock_4MG9,0.7143,5.0575,inf
4MG9,decoy197,27K_redock_4MG9,0.7119,5.3203,inf
4MG9,decoy426,27K_redock_4MG9,0.7113,5.0888,inf
4MG9,decoy27,27K_redock_4MG9,0.7097,5.2637,inf
4MG9,decoy200,27K_redock_4MG9,0.7096,3.5709,inf
4MG9,decoy314,27K_redock_4MG9,0.7093,4.9701,inf
4MG9,decoy212,27K_redock_4MG9,0.7091,4.2140,inf
4MG9,decoy31,27K_redock_4MG9,0.7089,4.6917,inf
4MG9,decoy19,27K_redock_4MG9,0.7080,4.3362,inf
4MG9,decoy242,27K_redock_4MG9,0.7059,4.6123,inf
4MG9,decoy261,27K_redock_4MG9,0.7058,4.6722,inf
4MG9,decoy121,27K_redock_4MG9,0.7052,4.6203,inf
4MG9,decoy36,27K_redock_4MG9,0.7047,5.1075,inf
4MG9,decoy406,27K_redock_4MG9,0.7025,5.4311,inf
4MG9,decoy113,27K_redock_4MG9,0.7013,5.1485,inf
4MG9,decoy328,27K_redock_4MG9,0.7009,4.9707,inf
4MG9,decoy312,27K_redock_4MG9,0.6993,5.6064,inf
4MG9,140-10-3_min,27K_redock_4MG9,0.6983,3.2837,inf
4MG9,115-86-6_min,27K_redock_4MG9,0.6968,4.1930,inf
4MG9,decoy56,27K_redock_4MG9,0.6920,3.7268,inf
4MG9,decoy317,27K_redock_4MG9,0.6910,4.7805,inf
4MG9,5108-94-1_min,27K_redock_4MG9,0.6910,5.3407,inf
4MG9,decoy82,27K_redock_4MG9,0.6906,4.7171,inf
4MG9,decoy101,27K_redock_4MG9,0.6886,4.4229,inf
4MG9,decoy273,27K_redock_4MG9,0.6873,4.9264,inf
4MG9,58-89-9_min,27K_redock_4MG9,0.6861,4.3930,inf
4MG9,decoy250,27K_redock_4MG9,0.6859,4.1981,inf
4MG9,60-57-1_min,27K_redock_4MG9,0.6853,5.3993,inf
4MG9,decoy267,27K_redock_4MG9,0.6849,4.5042,inf
4MG9,decoy249,27K_redock_4MG9,0.6846,4.2079,inf
4MG9,3434-79-5_min,27K_redock_4MG9,0.6837,5.2267,inf
4MG9,decoy151,27K_redock_4MG9,0.6834,4.7461,inf
4MG9,decoy304,27K_redock_4MG9,0.6830,4.6883,inf
4MG9,571-22-2_min,27K_redock_4MG9,0.6825,4.9666,inf
4MG9,decoy255,27K_redock_4MG9,0.6817,4.5789,inf
4MG9,decoy429,27K_redock_4MG9,0.6791,4.9942,inf
4MG9,decoy394,27K_redock_4MG9,0.6790,4.8812,inf
4MG9,decoy231,27K_redock_4MG9,0.6783,4.8720,inf
4MG9,decoy294,27K_redock_4MG9,0.6748,4.4310,inf
4MG9,90-43-7_min,27K_redock_4MG9,0.6746,3.2808,inf
4MG9,decoy67,27K_redock_4MG9,0.6745,3.9198,inf
4MG9,decoy39,27K_redock_4MG9,0.6742,4.8942,inf
4MG9,decoy139,27K_redock_4MG9,0.6732,4.8117,inf
4MG9,decoy180,27K_redock_4MG9,0.6723,4.4506,inf
4MG9,decoy336,27K_redock_4MG9,0.6716,4.8587,inf
4MG9,decoy105,27K_redock_4MG9,0.6712,4.2334,inf
4MG9,decoy234,27K_redock_4MG9,0.6708,4.9577,inf
4MG9,decoy24,27K_redock_4MG9,0.6706,4.8643,inf
4MG9,decoy218,27K_redock_4MG9,0.6698,4.9655,inf
4MG9,decoy239,27K_redock_4MG9,0.6693,4.5315,inf
4MG9,decoy390,27K_redock_4MG9,0.6691,5.2163,inf
4MG9,50-02-2_min,27K_redock_4MG9,0.6681,4.8570,inf
4MG9,decoy396,27K_redock_4MG9,0.6666,4.6042,inf
4MG9,decoy88,27K_redock_4MG9,0.6630,4.7239,inf
4MG9,decoy95,27K_redock_4MG9,0.6617,4.2366,inf
4MG9,27J_min,27K_redock_4MG9,0.6571,4.5060,2.0088
4MG9,decoy393,27K_redock_4MG9,0.6570,4.3429,inf
4MG9,decoy196,27K_redock_4MG9,0.6543,4.5329,inf
4MG9,decoy41,27K_redock_4MG9,0.6542,4.3247,inf
4MG9,decoy374,27K_redock_4MG9,0.6523,4.2465,inf
4MG9,decoy191,27K_redock_4MG9,0.6515,4.5551,inf
4MG9,decoy184,27K_redock_4MG9,0.6489,4.6015,inf
4MG9,decoy128,27K_redock_4MG9,0.6461,4.6057,inf
4MG9,decoy178,27K_redock_4MG9,0.6458,4.3040,inf
4MG9,decoy163,27K_redock_4MG9,0.6451,4.9854,inf
4MG9,decoy50,27K_redock_4MG9,0.6445,4.5920,inf
4MG9,decoy156,27K_redock_4MG9,0.6436,4.4418,inf
4MG9,decoy297,27K_redock_4MG9,0.6430,4.3173,inf
4MG9,decoy62,27K_redock_4MG9,0.6404,3.6398,inf
4MG9,decoy7,27K_redock_4MG9,0.6391,4.5012,inf
4MG9,decoy246,27K_redock_4MG9,0.6391,4.4670,inf
4MG9,decoy175,27K_redock_4MG9,0.6364,4.4042,inf
4MG9,decoy320,27K_redock_4MG9,0.6363,4.8959,inf
4MG9,decoy221,27K_redock_4MG9,0.6352,4.0830,inf
4MG9,decoy411,27K_redock_4MG9,0.6335,4.4903,inf
4MG9,decoy131,27K_redock_4MG9,0.6286,4.0863,inf
